subject,Language,Presentation_type,object to be labeled,label,color,other_adj,same_noun,presentation_order
81,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
82,Tsimane,1 at a time,apple,no mods,N,N,Y,1
82,Tsimane,1 at a time,apple,no mods,N,N,Y,2
82,Tsimane,1 at a time,banana,no mods,N,N,Y,1
82,Tsimane,1 at a time,banana,no mods,N,N,Y,2
82,Tsimane,1 at a time,basket,no mods,N,N,Y,1
82,Tsimane,1 at a time,basket,no mods,N,N,Y,2
82,Tsimane,1 at a time,comb,no mods,N,N,Y,1
82,Tsimane,1 at a time,comb,no mods,N,N,Y,2
82,Tsimane,1 at a time,cup,no mods,N,N,Y,1
82,Tsimane,1 at a time,cup,no mods,N,N,Y,2
82,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
82,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
82,Tsimane,1 at a time,rope,no mods,N,N,Y,1
82,Tsimane,1 at a time,rope,no mods,N,N,Y,2
82,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
82,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
83,Tsimane,1 at a time,apple,no mods,N,N,Y,1
83,Tsimane,1 at a time,apple,no mods,N,N,Y,2
83,Tsimane,1 at a time,banana,no mods,N,N,Y,1
83,Tsimane,1 at a time,banana,no mods,N,N,Y,2
83,Tsimane,1 at a time,basket,no mods,N,N,Y,1
83,Tsimane,1 at a time,basket,no mods,N,N,Y,2
83,Tsimane,1 at a time,comb,no mods,N,N,Y,1
83,Tsimane,1 at a time,comb,no mods,N,N,Y,2
83,Tsimane,1 at a time,cup,no mods,N,N,Y,1
83,Tsimane,1 at a time,cup,no mods,N,N,Y,2
83,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
83,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
83,Tsimane,1 at a time,rope,no mods,N,N,Y,1
83,Tsimane,1 at a time,rope,no mods,N,N,Y,2
83,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
83,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
84,Tsimane,1 at a time,apple,no mods,N,N,Y,1
84,Tsimane,1 at a time,apple,no mods,N,N,Y,2
84,Tsimane,1 at a time,banana,no mods,N,N,Y,1
84,Tsimane,1 at a time,banana,unripe,N,unripe,Y,2
84,Tsimane,1 at a time,basket,no mods,N,N,Y,1
84,Tsimane,1 at a time,basket,no mods,N,N,Y,2
84,Tsimane,1 at a time,comb,no mods,N,N,Y,1
84,Tsimane,1 at a time,comb,red,red,N,Y,2
84,Tsimane,1 at a time,cup,no mods,N,N,Y,1
84,Tsimane,1 at a time,cup,no mods,N,N,Y,2
84,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
84,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
84,Tsimane,1 at a time,rope,no mods,N,N,Y,1
84,Tsimane,1 at a time,rope,red,red,N,Y,2
84,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
84,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
85,Tsimane,1 at a time,apple,red,red,N,Y,1
85,Tsimane,1 at a time,apple,green,green,N,Y,2
85,Tsimane,1 at a time,banana,unripe,N,unripe,Y,1
85,Tsimane,1 at a time,banana,ripe,N,ripe,Y,2
85,Tsimane,1 at a time,basket,no mods,N,N,Y,1
85,Tsimane,1 at a time,basket,red,red,N,Y,2
85,Tsimane,1 at a time,comb,red,red,N,Y,1
85,Tsimane,1 at a time,comb,yellow,yellow,N,Y,2
85,Tsimane,1 at a time,cup,no mods,N,N,Y,1
85,Tsimane,1 at a time,cup,red,red,N,Y,2
85,Tsimane,1 at a time,pepper,green,green,N,Y,1
85,Tsimane,1 at a time,pepper,red,red,N,Y,2
85,Tsimane,1 at a time,rope,no mods,N,N,Y,1
85,Tsimane,1 at a time,rope,red,red,N,Y,2
85,Tsimane,1 at a time,tomato,green,green,N,Y,1
85,Tsimane,1 at a time,tomato,red,red,N,Y,2
86,Tsimane,1 at a time,apple,no mods,N,N,Y,1
86,Tsimane,1 at a time,apple,no mods,N,N,Y,2
86,Tsimane,1 at a time,banana,no mods,N,N,Y,1
86,Tsimane,1 at a time,banana,unripe,N,unripe,Y,2
86,Tsimane,1 at a time,basket,no mods,N,N,Y,1
86,Tsimane,1 at a time,basket,no mods,N,N,Y,2
86,Tsimane,1 at a time,comb,no mods,N,N,Y,1
86,Tsimane,1 at a time,comb,no mods,N,N,Y,2
86,Tsimane,1 at a time,cup,no mods,N,N,Y,1
86,Tsimane,1 at a time,cup,no mods,N,N,Y,2
86,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
86,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
86,Tsimane,1 at a time,rope,no mods,N,N,Y,1
86,Tsimane,1 at a time,rope,no mods,N,N,Y,2
86,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
86,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
87,Tsimane,1 at a time,apple,no mods,N,N,Y,1
87,Tsimane,1 at a time,apple,no mods,N,N,Y,2
87,Tsimane,1 at a time,banana,no mods,N,N,Y,1
87,Tsimane,1 at a time,banana,ripe,N,ripe,Y,2
87,Tsimane,1 at a time,basket,no mods,N,N,Y,1
87,Tsimane,1 at a time,basket,no mods,N,N,Y,2
87,Tsimane,1 at a time,comb,no mods,N,N,Y,1
87,Tsimane,1 at a time,comb,no mods,N,N,Y,2
87,Tsimane,1 at a time,cup,no mods,N,N,Y,1
87,Tsimane,1 at a time,cup,no mods,N,N,Y,2
87,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
87,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
87,Tsimane,1 at a time,rope,no mods,N,N,Y,1
87,Tsimane,1 at a time,rope,no mods,N,N,Y,2
87,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
87,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
88,Tsimane,1 at a time,apple,no mods,N,N,Y,1
88,Tsimane,1 at a time,apple,no mods,N,N,Y,2
88,Tsimane,1 at a time,banana,no mods,N,N,Y,1
88,Tsimane,1 at a time,banana,no mods,N,N,Y,2
88,Tsimane,1 at a time,basket,no mods,N,N,Y,1
88,Tsimane,1 at a time,basket,no mods,N,N,Y,2
88,Tsimane,1 at a time,comb,no mods,N,N,Y,1
88,Tsimane,1 at a time,comb,no mods,N,N,Y,2
88,Tsimane,1 at a time,cup,no mods,N,N,Y,1
88,Tsimane,1 at a time,cup,no mods,N,N,Y,2
88,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
88,Tsimane,1 at a time,pepper,ripe,N,ripe,Y,2
88,Tsimane,1 at a time,rope,no mods,N,N,Y,1
88,Tsimane,1 at a time,rope,no mods,N,N,Y,2
88,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
88,Tsimane,1 at a time,tomato,unripe,N,unripe,Y,2
89,Tsimane,1 at a time,apple,no mods,N,N,Y,1
89,Tsimane,1 at a time,apple,no mods,N,N,Y,2
89,Tsimane,1 at a time,banana,no mods,N,N,Y,1
89,Tsimane,1 at a time,banana,no mods,N,N,Y,2
89,Tsimane,1 at a time,basket,no mods,N,N,Y,1
89,Tsimane,1 at a time,basket,no mods,N,N,Y,2
89,Tsimane,1 at a time,comb,no mods,N,N,Y,1
89,Tsimane,1 at a time,comb,no mods,N,N,Y,2
89,Tsimane,1 at a time,cup,no mods,N,N,Y,1
89,Tsimane,1 at a time,cup,green,green,N,Y,2
89,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
89,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
89,Tsimane,1 at a time,rope,no mods,N,N,Y,1
89,Tsimane,1 at a time,rope,no mods,N,N,Y,2
89,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
89,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
90,Tsimane,1 at a time,apple,no mods,N,N,N,1
90,Tsimane,1 at a time,apple,no mods,N,N,N,2
90,Tsimane,1 at a time,banana,no mods,N,N,Y,1
90,Tsimane,1 at a time,banana,no mods,N,N,Y,2
90,Tsimane,1 at a time,basket,no mods,N,N,Y,1
90,Tsimane,1 at a time,basket,no mods,N,N,Y,2
90,Tsimane,1 at a time,comb,no mods,N,N,Y,1
90,Tsimane,1 at a time,comb,no mods,N,N,Y,2
90,Tsimane,1 at a time,cup,no mods,N,N,Y,1
90,Tsimane,1 at a time,cup,no mods,N,N,Y,2
90,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
90,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
90,Tsimane,1 at a time,rope,no mods,N,N,Y,1
90,Tsimane,1 at a time,rope,no mods,N,N,Y,2
90,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
90,Tsimane,1 at a time,tomato,unripe,N,unripe,Y,2
91,Tsimane,1 at a time,apple,no mods,N,N,Y,1
91,Tsimane,1 at a time,apple,no mods,N,N,Y,2
91,Tsimane,1 at a time,banana,no mods,N,N,Y,1
91,Tsimane,1 at a time,banana,no mods,N,N,Y,2
91,Tsimane,1 at a time,basket,no mods,N,N,Y,1
91,Tsimane,1 at a time,basket,no mods,N,N,Y,2
91,Tsimane,1 at a time,comb,no mods,N,N,Y,1
91,Tsimane,1 at a time,comb,no mods,N,N,Y,2
91,Tsimane,1 at a time,cup,no mods,N,N,Y,1
91,Tsimane,1 at a time,cup,no mods,N,N,Y,2
91,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
91,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
91,Tsimane,1 at a time,rope,no mods,N,N,Y,1
91,Tsimane,1 at a time,rope,no mods,N,N,Y,2
91,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
91,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
92,Tsimane,1 at a time,apple,no mods,N,N,Y,1
92,Tsimane,1 at a time,apple,no mods,N,N,Y,2
92,Tsimane,1 at a time,banana,no mods,N,N,Y,1
92,Tsimane,1 at a time,banana,no mods,N,N,Y,2
92,Tsimane,1 at a time,basket,no mods,N,N,Y,1
92,Tsimane,1 at a time,basket,no mods,N,N,Y,2
92,Tsimane,1 at a time,comb,no mods,N,N,Y,1
92,Tsimane,1 at a time,comb,no mods,N,N,Y,2
92,Tsimane,1 at a time,cup,no mods,N,N,Y,1
92,Tsimane,1 at a time,cup,no mods,N,N,Y,2
92,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
92,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
92,Tsimane,1 at a time,rope,no mods,N,N,Y,1
92,Tsimane,1 at a time,rope,no mods,N,N,Y,2
92,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
92,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
93,Tsimane,1 at a time,apple,no mods,N,N,Y,1
93,Tsimane,1 at a time,apple,no mods,N,N,Y,2
93,Tsimane,1 at a time,banana,no mods,N,N,Y,1
93,Tsimane,1 at a time,banana,no mods,N,N,Y,2
93,Tsimane,1 at a time,basket,no mods,N,N,Y,1
93,Tsimane,1 at a time,basket,no mods,N,N,Y,2
93,Tsimane,1 at a time,comb,no mods,N,N,Y,1
93,Tsimane,1 at a time,comb,no mods,N,N,Y,2
93,Tsimane,1 at a time,cup,no mods,N,N,Y,1
93,Tsimane,1 at a time,cup,no mods,N,N,Y,2
93,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
93,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
93,Tsimane,1 at a time,rope,no mods,N,N,Y,1
93,Tsimane,1 at a time,rope,no mods,N,N,Y,2
93,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
93,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
94,Tsimane,1 at a time,apple,no mods,N,N,Y,1
94,Tsimane,1 at a time,apple,ripe,ripe,N,Y,2
94,Tsimane,1 at a time,banana,no mods,N,N,N,1
94,Tsimane,1 at a time,banana,no mods,N,N,N,2
94,Tsimane,1 at a time,basket,no mods,N,N,Y,1
94,Tsimane,1 at a time,basket,blue,blue,N,Y,2
94,Tsimane,1 at a time,comb,no mods,N,N,Y,1
94,Tsimane,1 at a time,comb,no mods,N,N,Y,2
94,Tsimane,1 at a time,cup,no mods,N,N,Y,1
94,Tsimane,1 at a time,cup,no mods,N,N,Y,2
94,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
94,Tsimane,1 at a time,pepper,ripe,N,ripe,Y,2
94,Tsimane,1 at a time,rope,no mods,N,N,Y,1
94,Tsimane,1 at a time,rope,yellow,yellow,N,Y,2
94,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
94,Tsimane,1 at a time,tomato,unripe,N,unripe,Y,2
95,Tsimane,1 at a time,apple,no mods,N,N,Y,1
95,Tsimane,1 at a time,apple,no mods,N,N,Y,2
95,Tsimane,1 at a time,banana,no mods,N,N,Y,1
95,Tsimane,1 at a time,banana,no mods,N,N,Y,2
95,Tsimane,1 at a time,basket,no mods,N,N,Y,1
95,Tsimane,1 at a time,basket,no mods,N,N,Y,2
95,Tsimane,1 at a time,comb,no mods,N,N,Y,1
95,Tsimane,1 at a time,comb,no mods,N,N,Y,2
95,Tsimane,1 at a time,cup,no mods,N,N,Y,1
95,Tsimane,1 at a time,cup,green,green,N,Y,2
95,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
95,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
95,Tsimane,1 at a time,rope,no mods,N,N,Y,1
95,Tsimane,1 at a time,rope,no mods,N,N,Y,2
95,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
95,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
96,Tsimane,1 at a time,apple,no mods,N,N,Y,1
96,Tsimane,1 at a time,apple,unripe,N,unripe,Y,2
96,Tsimane,1 at a time,banana,no mods,N,N,Y,1
96,Tsimane,1 at a time,banana,unripe,N,unripe,Y,2
96,Tsimane,1 at a time,basket,no mods,N,N,Y,1
96,Tsimane,1 at a time,basket,no mods,N,N,Y,2
96,Tsimane,1 at a time,comb,no mods,N,N,Y,1
96,Tsimane,1 at a time,comb,no mods,N,N,Y,2
96,Tsimane,1 at a time,cup,no mods,N,N,Y,1
96,Tsimane,1 at a time,cup,no mods,N,N,Y,2
96,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
96,Tsimane,1 at a time,pepper,ripe,N,ripe,Y,2
96,Tsimane,1 at a time,rope,no mods,N,N,Y,1
96,Tsimane,1 at a time,rope,yellow,yellow,N,Y,2
96,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
96,Tsimane,1 at a time,tomato,unripe,N,unripe,Y,2
97,Tsimane,1 at a time,apple,no mods,N,N,Y,1
97,Tsimane,1 at a time,apple,no mods,N,N,Y,2
97,Tsimane,1 at a time,banana,no mods,N,N,Y,1
97,Tsimane,1 at a time,banana,no mods,N,N,Y,2
97,Tsimane,1 at a time,basket,no mods,N,N,Y,1
97,Tsimane,1 at a time,basket,no mods,N,N,Y,2
97,Tsimane,1 at a time,comb,no mods,N,N,Y,1
97,Tsimane,1 at a time,comb,no mods,N,N,Y,2
97,Tsimane,1 at a time,cup,no mods,N,N,Y,1
97,Tsimane,1 at a time,cup,no mods,N,N,Y,2
97,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
97,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
97,Tsimane,1 at a time,rope,no mods,N,N,Y,1
97,Tsimane,1 at a time,rope,no mods,N,N,Y,2
97,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
97,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
98,Tsimane,1 at a time,apple,no mods,N,N,Y,1
98,Tsimane,1 at a time,apple,no mods,N,N,Y,2
98,Tsimane,1 at a time,banana,no mods,N,N,Y,1
98,Tsimane,1 at a time,banana,no mods,N,N,Y,2
98,Tsimane,1 at a time,basket,no mods,N,N,Y,1
98,Tsimane,1 at a time,basket,no mods,N,N,Y,2
98,Tsimane,1 at a time,comb,no mods,N,N,Y,1
98,Tsimane,1 at a time,comb,no mods,N,N,Y,2
98,Tsimane,1 at a time,cup,no mods,N,N,Y,1
98,Tsimane,1 at a time,cup,no mods,N,N,Y,2
98,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
98,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
98,Tsimane,1 at a time,rope,no mods,N,N,Y,1
98,Tsimane,1 at a time,rope,no mods,N,N,Y,2
98,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
98,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
99,Tsimane,1 at a time,apple,no mods,N,N,Y,1
99,Tsimane,1 at a time,apple,no mods,N,N,Y,2
99,Tsimane,1 at a time,banana,no mods,N,N,Y,1
99,Tsimane,1 at a time,banana,no mods,N,N,Y,2
99,Tsimane,1 at a time,basket,no mods,N,N,Y,1
99,Tsimane,1 at a time,basket,no mods,N,N,Y,2
99,Tsimane,1 at a time,comb,no mods,N,N,Y,1
99,Tsimane,1 at a time,comb,no mods,N,N,Y,2
99,Tsimane,1 at a time,cup,no mods,N,N,Y,1
99,Tsimane,1 at a time,cup,no mods,N,N,Y,2
99,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
99,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
99,Tsimane,1 at a time,rope,no mods,N,N,Y,1
99,Tsimane,1 at a time,rope,no mods,N,N,Y,2
99,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
99,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
100,Tsimane,1 at a time,apple,no mods,N,N,Y,1
100,Tsimane,1 at a time,apple,ripe,N,ripe,Y,2
100,Tsimane,1 at a time,banana,no mods,N,N,Y,1
100,Tsimane,1 at a time,banana,unripe,N,unripe,Y,2
100,Tsimane,1 at a time,basket,no mods,N,N,N,1
100,Tsimane,1 at a time,basket,no mods,N,N,N,2
100,Tsimane,1 at a time,comb,no mods,N,N,Y,1
100,Tsimane,1 at a time,comb,no mods,N,N,Y,2
100,Tsimane,1 at a time,cup,no mods,N,N,Y,1
100,Tsimane,1 at a time,cup,no mods,N,N,Y,2
100,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
100,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
100,Tsimane,1 at a time,rope,no mods,N,N,Y,1
100,Tsimane,1 at a time,rope,no mods,N,N,Y,2
100,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
100,Tsimane,1 at a time,tomato,unripe,N,unripe,Y,2
101,Tsimane,1 at a time,apple,no mods,N,N,Y,1
101,Tsimane,1 at a time,apple,no mods,N,N,Y,2
101,Tsimane,1 at a time,banana,no mods,N,N,Y,1
101,Tsimane,1 at a time,banana,no mods,N,N,Y,2
101,Tsimane,1 at a time,basket,no mods,N,N,Y,1
101,Tsimane,1 at a time,basket,no mods,N,N,Y,2
101,Tsimane,1 at a time,comb,no mods,N,N,Y,1
101,Tsimane,1 at a time,comb,no mods,N,N,Y,2
101,Tsimane,1 at a time,cup,no mods,N,N,Y,1
101,Tsimane,1 at a time,cup,no mods,N,N,Y,2
101,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
101,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
101,Tsimane,1 at a time,rope,no mods,N,N,Y,1
101,Tsimane,1 at a time,rope,no mods,N,N,Y,2
101,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
101,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
102,Tsimane,1 at a time,apple,no mods,N,N,Y,1
102,Tsimane,1 at a time,apple,no mods,N,N,Y,2
102,Tsimane,1 at a time,banana,no mods,N,N,Y,1
102,Tsimane,1 at a time,banana,no mods,N,N,Y,2
102,Tsimane,1 at a time,basket,no mods,N,N,Y,1
102,Tsimane,1 at a time,basket,no mods,N,N,Y,2
102,Tsimane,1 at a time,comb,no mods,N,N,Y,1
102,Tsimane,1 at a time,comb,no mods,N,N,Y,2
102,Tsimane,1 at a time,cup,no mods,N,N,Y,1
102,Tsimane,1 at a time,cup,no mods,N,N,Y,2
102,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
102,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
102,Tsimane,1 at a time,rope,no mods,N,N,Y,1
102,Tsimane,1 at a time,rope,no mods,N,N,Y,2
102,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
102,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
103,Tsimane,1 at a time,apple,no mods,N,N,Y,1
103,Tsimane,1 at a time,apple,unripe,N,unripe,Y,2
103,Tsimane,1 at a time,banana,unripe,N,unripe,Y,1
103,Tsimane,1 at a time,banana,ripe,N,ripe,Y,2
103,Tsimane,1 at a time,basket,no mods,N,N,Y,1
103,Tsimane,1 at a time,basket,no mods,N,N,Y,2
103,Tsimane,1 at a time,comb,red,red,N,Y,1
103,Tsimane,1 at a time,comb,yellow,yellow,N,Y,2
103,Tsimane,1 at a time,cup,no mods,N,N,Y,1
103,Tsimane,1 at a time,cup,no mods,N,N,Y,2
103,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
103,Tsimane,1 at a time,pepper,ripe,N,ripe,Y,2
103,Tsimane,1 at a time,rope,yellow,yellow,N,Y,1
103,Tsimane,1 at a time,rope,red,red,N,Y,2
103,Tsimane,1 at a time,tomato,unripe,N,unripe,Y,1
103,Tsimane,1 at a time,tomato,ripe,N,ripe,Y,2
104,Tsimane,1 at a time,apple,no mods,N,N,Y,1
104,Tsimane,1 at a time,apple,no mods,N,N,Y,2
104,Tsimane,1 at a time,banana,no mods,N,N,Y,1
104,Tsimane,1 at a time,banana,no mods,N,N,Y,2
104,Tsimane,1 at a time,basket,no mods,N,N,N,1
104,Tsimane,1 at a time,basket,no mods,N,N,N,2
104,Tsimane,1 at a time,comb,no mods,N,N,Y,1
104,Tsimane,1 at a time,comb,no mods,N,N,Y,2
104,Tsimane,1 at a time,cup,no mods,N,N,Y,1
104,Tsimane,1 at a time,cup,no mods,N,N,Y,2
104,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
104,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
104,Tsimane,1 at a time,rope,no mods,N,N,Y,1
104,Tsimane,1 at a time,rope,no mods,N,N,Y,2
104,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
104,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
105,Tsimane,1 at a time,apple,no mods,N,N,Y,1
105,Tsimane,1 at a time,apple,no mods,N,N,Y,2
105,Tsimane,1 at a time,banana,no mods,N,N,Y,1
105,Tsimane,1 at a time,banana,no mods,N,N,Y,2
105,Tsimane,1 at a time,basket,no mods,N,N,Y,1
105,Tsimane,1 at a time,basket,no mods,N,N,Y,2
105,Tsimane,1 at a time,comb,no mods,N,N,Y,1
105,Tsimane,1 at a time,comb,no mods,N,N,Y,2
105,Tsimane,1 at a time,cup,no mods,N,N,Y,1
105,Tsimane,1 at a time,cup,no mods,N,N,Y,2
105,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
105,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
105,Tsimane,1 at a time,rope,no mods,N,N,Y,1
105,Tsimane,1 at a time,rope,no mods,N,N,Y,2
105,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
105,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
106,Tsimane,1 at a time,apple,no mods,N,N,Y,1
106,Tsimane,1 at a time,apple,no mods,N,N,Y,2
106,Tsimane,1 at a time,banana,no mods,N,N,Y,1
106,Tsimane,1 at a time,banana,no mods,N,N,Y,2
106,Tsimane,1 at a time,basket,no mods,N,N,Y,1
106,Tsimane,1 at a time,basket,no mods,N,N,Y,2
106,Tsimane,1 at a time,comb,no mods,N,N,Y,1
106,Tsimane,1 at a time,comb,no mods,N,N,Y,2
106,Tsimane,1 at a time,cup,no mods,N,N,Y,1
106,Tsimane,1 at a time,cup,no mods,N,N,Y,2
106,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
106,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
106,Tsimane,1 at a time,rope,no mods,N,N,Y,1
106,Tsimane,1 at a time,rope,no mods,N,N,Y,2
106,Tsimane,1 at a time,tomato,no mods,N,N,Y,1
106,Tsimane,1 at a time,tomato,no mods,N,N,Y,2
107,Tsimane,1 at a time,apple,no mods,N,N,Y,1
107,Tsimane,1 at a time,apple,unripe,N,unripe,Y,2
107,Tsimane,1 at a time,banana,unripe,N,unripe,Y,1
107,Tsimane,1 at a time,banana,ripe,N,ripe,Y,2
107,Tsimane,1 at a time,basket,no mods,N,N,Y,1
107,Tsimane,1 at a time,basket,green,green,N,Y,2
107,Tsimane,1 at a time,comb,no mods,N,N,Y,1
107,Tsimane,1 at a time,comb,yellow,yellow,N,Y,2
107,Tsimane,1 at a time,cup,no mods,N,N,N,1
107,Tsimane,1 at a time,cup,no mods,N,N,N,2
107,Tsimane,1 at a time,pepper,no mods,N,N,Y,1
107,Tsimane,1 at a time,pepper,no mods,N,N,Y,2
107,Tsimane,1 at a time,rope,no mods,N,N,Y,1
107,Tsimane,1 at a time,rope,no mods,N,N,Y,2
107,Tsimane,1 at a time,tomato,unripe,N,unripe,Y,1
107,Tsimane,1 at a time,tomato,ripe,N,ripe,Y,2
